season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier
2019,8,5,180,45.0,125.87,19,4,1,0,67,0,0,0.0,0.0,0.0,,67,0,0,0,614,0
2020,5,3,33,16.5,113.79,5,0,0,0,14*,0,0,0.0,0.0,0.0,,14,1,0,0,614,0
2021,2,2,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,614,0
2022,6,5,91,30.33,135.82,9,2,0,0,36*,2,0,0.0,0.0,0.0,,36,1,0,0,614,0
2023,4,4,53,13.25,85.48,4,1,0,0,30,2,0,0.0,0.0,0.0,,30,0,0,0,614,0
2026,8,7,161,23.0,169.47,23,6,1,0,50,6,0,0.0,0.0,0.0,,50,0,0,0,614,0
2026,4,1,4,0.0,200.0,1,0,0,0,4*,0,5,21.2,8.25,15.4,28/2,4,1,28,2,615,0
2008,3,2,26,13.0,130.0,3,1,0,0,17,0,0,0.0,0.0,0.0,,17,0,0,0,616,0
2009,4,3,13,13.0,108.33,0,0,0,0,6*,0,0,0.0,0.0,0.0,,6,1,0,0,616,0
2010,16,15,419,29.92,135.59,29,18,3,0,61,0,0,0.0,0.0,0.0,,61,0,0,0,616,0
2011,16,13,187,23.37,99.46,13,5,0,0,42*,0,0,0.0,0.0,0.0,,42,1,0,0,616,0
2012,15,11,191,23.87,112.35,9,8,0,0,36*,0,0,0.0,0.0,0.0,,36,1,0,0,616,0
2013,9,6,109,27.25,102.83,4,4,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,616,0
2015,7,6,109,0.0,139.74,9,5,0,0,28*,0,0,0.0,0.0,0.0,,28,1,0,0,616,0
2016,10,7,170,24.28,120.56,17,4,2,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,616,0
2017,1,1,52,52.0,120.93,9,0,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,616,0
2020,7,5,103,20.6,128.75,8,3,0,0,42,0,0,0.0,0.0,0.0,,42,0,0,0,616,0
2021,5,4,115,57.5,118.55,10,2,1,0,50*,0,0,0.0,0.0,0.0,,50,1,0,0,616,0
2024,3,3,18,6.0,120.0,1,1,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,617,0
2016,0,0,0,0.0,0.0,0,0,0,0,0,0,2,27.0,7.71,21.0,2/31,0,0,2,31,618,1
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,2,35.5,8.87,24.0,2/37,0,0,2,37,619,1
2008,8,8,112,18.66,91.05,9,2,0,0,36*,0,3,66.33,7.37,54.0,3/32,36,1,3,32,620,0
2009,2,1,14,14.0,175.0,0,1,0,0,14,0,5,12.8,8.0,9.6,3/32,14,0,3,32,620,0
2011,2,1,5,0.0,250.0,1,0,0,0,5*,0,0,0.0,0.0,0.0,,5,1,0,0,620,0
2015,2,2,15,7.5,115.38,1,1,0,0,14,0,0,0.0,0.0,0.0,,14,0,0,0,621,0
2022,1,1,7,7.0,140.0,0,1,0,0,7,0,1,47.0,11.75,24.0,47/1,7,0,47,1,621,0
2025,1,1,22,22.0,137.5,0,2,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,622,0
2009,9,2,20,20.0,133.33,3,0,0,0,13,0,13,16.69,7.48,13.38,4/22,13,0,4,22,623,0
2010,0,0,0,0.0,0.0,0,0,0,0,0,0,13,22.38,7.65,17.53,4/22,0,0,4,22,623,1
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,10,33.6,7.6,26.5,4/22,0,0,4,22,623,1
2012,15,2,7,0.0,58.33,0,0,0,0,6*,0,9,37.22,8.17,27.33,4/22,6,1,4,22,623,0
2016,6,1,1,0.0,50.0,0,0,0,0,1*,0,2,89.0,8.9,60.0,4/22,1,1,4,22,623,0
2026,5,2,58,0.0,141.46,4,3,0,0,43*,0,5,26.0,11.64,13.4,30/2,43,1,30,2,624,0
2020,2,1,1,0.0,100.0,0,0,0,0,1*,0,2,22.0,7.33,18.0,3/7,1,1,3,7,625,0
2021,11,7,59,8.42,111.32,4,2,0,0,14,0,7,13.14,6.57,12.0,3/7,14,0,3,7,625,0
2022,16,11,219,27.38,120.99,14,9,0,0,45,8,4,84.0,9.6,52.5,26/2,45,0,26,2,625,0
2023,10,6,42,10.5,107.69,3,1,0,0,20*,5,1,95.0,13.57,42.0,38/1,20,1,38,1,625,0
2024,16,12,215,23.89,129.51,7,13,1,0,59*,3,7,38.57,9.81,23.57,23/3,59,1,23,3,625,0
2025,3,1,9,9.0,112.5,1,0,0,0,9,0,1,102.0,12.0,51.0,41/1,9,0,41,1,625,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,4,35.5,7.47,28.5,3/16,0,0,3,16,626,1
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,8,39.75,7.06,33.75,3/16,0,0,3,16,626,1
2013,12,6,14,2.8,51.85,1,0,0,0,6,0,9,28.77,5.88,29.33,3/16,6,0,3,16,626,0
2014,11,3,7,3.5,36.84,0,0,0,0,3*,0,8,38.87,8.18,28.5,3/16,3,1,3,16,626,0
2015,4,1,2,2.0,28.57,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,626,0
2016,4,1,1,0.0,20.0,0,0,0,0,1*,0,2,63.5,8.46,45.0,3/16,1,1,3,16,626,0
2017,7,4,2,0.66,22.22,0,0,0,0,2,0,6,19.83,6.67,17.83,3/16,2,0,3,16,626,0
2018,6,1,6,0.0,75.0,0,0,0,0,6*,0,3,53.66,10.73,30.0,3/16,6,1,3,16,626,0
2019,0,0,0,0.0,0.0,0,0,0,0,0,0,2,45.0,10.0,27.0,3/16,0,0,3,16,626,1
2020,7,2,7,7.0,87.5,1,0,0,0,5,0,5,35.6,8.09,26.4,3/16,5,0,3,16,626,0
2021,1,1,0,0.0,0.0,0,0,0,0,0*,0,1,36.0,9.0,24.0,3/16,0,1,3,16,626,0
2008,10,9,81,10.12,176.08,7,6,0,0,33,0,9,25.0,7.5,20.0,3/28,33,0,3,28,627,0
2021,11,10,153,21.85,134.21,9,10,0,0,47,0,0,0.0,0.0,0.0,,47,0,0,0,628,0
2022,8,8,117,16.71,108.33,4,9,0,0,26,3,0,0.0,0.0,0.0,,26,0,0,0,628,0
2023,14,13,156,22.29,165.95,13,9,0,0,41*,7,0,0.0,0.0,0.0,,41,1,0,0,628,0
2024,7,7,127,18.14,169.33,9,9,1,0,58,6,0,0.0,0.0,0.0,,58,0,0,0,628,0
2025,15,11,179,29.83,179.0,11,13,1,0,57,5,1,13.0,13.0,6.0,13/1,57,0,13,1,628,0
2026,9,5,43,10.75,130.3,3,2,0,0,17,3,0,0.0,0.0,0.0,,17,0,0,0,628,0
2024,9,9,183,22.88,150.0,12,12,0,0,41,6,0,0.0,0.0,0.0,,41,0,0,0,629,0
2025,5,5,71,14.2,112.69,9,2,0,0,27,1,0,0.0,0.0,0.0,,27,0,0,0,630,0
2011,7,3,29,14.5,131.81,4,0,0,0,26,0,11,15.9,6.86,13.9,3/17,26,0,3,17,631,0
2012,8,7,91,15.16,122.97,6,3,0,0,42,0,12,16.25,6.5,15.0,3/17,42,0,3,17,631,0
2014,13,11,227,32.42,149.34,22,7,1,0,60,0,11,30.36,6.68,27.27,3/17,60,0,3,17,631,0
2015,4,3,36,12.0,133.33,5,0,0,0,23,0,4,30.75,8.78,21.0,3/17,23,0,3,17,631,0
2016,10,7,114,22.8,107.54,7,5,1,0,66*,0,5,48.6,7.83,37.2,3/17,66,1,3,17,631,0
2017,1,1,1,0.0,100.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,631,0
2018,17,13,239,21.72,121.31,26,5,0,0,35,0,14,32.57,8.0,24.42,3/17,35,0,3,17,631,0
2019,3,1,9,9.0,90.0,0,0,0,0,9,0,2,47.5,8.76,32.5,3/17,9,0,3,17,631,0
2021,8,6,47,9.4,97.91,3,1,0,0,26,0,4,46.75,7.19,39.0,3/17,26,0,3,17,631,0
2010,8,2,1,1.0,50.0,0,0,0,0,1*,0,6,42.5,9.44,27.0,2/20,1,1,2,20,632,0
2011,6,2,4,0.0,133.33,0,0,0,0,3*,0,8,23.25,9.3,15.0,2/20,3,1,2,20,632,0
2024,2,1,1,0.0,100.0,0,0,0,0,1*,0,0,0.0,0.0,0.0,,1,1,0,0,633,0
2010,8,1,1,1.0,50.0,0,0,0,0,1,0,9,24.88,7.22,20.66,2/24,1,0,2,24,634,0
2009,3,2,9,0.0,64.28,0,0,0,0,6*,0,3,24.33,7.3,20.0,2/25,6,1,2,25,635,0
2008,15,7,70,14.0,118.64,7,2,0,0,22*,0,19,21.26,7.76,16.42,4/21,22,1,4,21,636,0
2009,13,11,108,13.5,93.1,6,4,0,0,34*,0,14,26.07,7.3,21.42,4/21,34,1,4,21,636,0
2010,14,7,10,2.0,52.63,0,0,0,0,4,0,11,34.63,7.62,27.27,4/21,4,0,4,21,636,0
2011,13,4,10,5.0,50.0,1,0,0,0,5*,0,13,22.84,6.31,21.69,4/21,5,1,4,21,636,0
2008,15,15,472,47.2,151.76,47,19,4,0,76*,0,17,22.52,7.07,19.11,4/29,76,1,4,29,637,0
2010,6,5,185,37.0,162.28,18,9,2,0,60,0,6,30.66,8.36,22.0,4/29,60,0,4,29,637,0
2011,11,11,330,33.0,130.43,31,17,1,0,89*,0,6,40.16,6.69,36.0,4/29,89,1,4,29,637,0
2012,7,7,255,42.5,151.78,26,14,2,0,90*,0,6,26.83,7.0,23.0,4/29,90,1,4,29,637,0
2013,16,16,543,38.78,142.89,59,22,2,1,101,0,13,22.92,7.15,19.23,4/29,101,0,4,29,637,0
2014,13,13,240,20.0,122.44,19,14,2,0,51,0,7,23.57,7.85,18.0,4/29,51,0,4,29,637,0
2015,10,9,347,43.37,135.01,37,14,1,1,104*,0,6,44.83,9.27,29.0,4/29,104,1,4,29,637,0
2016,16,15,179,13.76,133.58,14,12,0,0,36,0,20,24.25,8.58,16.95,4/29,36,0,4,29,637,0
2017,8,7,71,11.83,91.02,6,1,0,0,24,0,5,49.0,9.13,32.2,4/29,24,0,4,29,637,0
2018,15,15,555,39.64,154.59,44,35,2,2,117*,0,6,41.83,8.96,28.0,4/29,117,1,4,29,637,0
2019,17,17,398,23.41,127.56,42,20,3,0,96,0,0,0.0,0.0,0.0,,96,0,0,0,637,0
2020,11,11,299,29.9,121.05,33,13,2,0,83*,0,0,0.0,0.0,0.0,,83,1,0,0,637,0
2008,0,0,0,0.0,0.0,0,0,0,0,0,0,19,23.26,8.63,16.15,3/29,0,0,3,29,638,1
2009,7,2,5,0.0,27.77,1,0,0,0,4*,0,6,32.0,8.34,23.0,3/29,4,1,3,29,638,0
2010,6,3,27,0.0,128.57,5,0,0,0,15*,0,3,63.66,10.05,38.0,3/29,15,1,3,29,638,0
2011,9,3,1,0.5,11.11,0,0,0,0,1,0,7,29.42,6.47,27.28,3/29,1,0,3,29,638,0
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,5,32.6,7.52,26.0,3/29,0,0,3,29,638,1
2015,1,1,7,0.0,116.66,1,0,0,0,7*,0,1,38.0,12.66,18.0,3/19,7,1,3,19,639,0
2017,12,3,0,0.0,0.0,0,0,0,0,0*,0,11,28.63,8.25,20.81,3/19,0,1,3,19,639,0
2018,13,1,15,0.0,300.0,3,0,0,0,15*,0,16,26.93,9.23,17.5,3/19,15,1,3,19,639,0
2019,10,3,14,7.0,200.0,1,1,0,0,12*,0,8,35.12,9.36,22.5,3/19,12,1,3,19,639,0
2020,9,2,12,12.0,57.14,0,0,0,0,11,0,10,27.5,8.5,19.4,3/19,11,0,3,19,639,0
2021,16,4,5,2.5,100.0,0,0,0,0,3*,0,21,25.09,8.8,17.09,3/19,3,1,3,19,639,0
2022,14,10,120,15.0,137.93,7,7,0,0,29*,6,15,31.53,9.78,19.33,36/4,29,1,36,4,639,0
2023,11,10,113,14.13,161.42,13,4,1,0,68,4,7,31.42,10.47,18.0,23/2,68,0,23,2,639,0
2024,9,3,21,21.0,123.52,2,1,0,0,17,4,5,61.8,9.75,38.0,61/2,17,0,61,2,639,0
2025,10,5,18,6.0,150.0,3,0,0,0,6,4,13,28.84,11.02,15.69,34/4,6,0,34,4,639,0
2026,9,3,24,12.0,80.0,2,0,0,0,10*,0,12,22.5,12.27,11.0,39/4,10,1,39,4,639,0
2022,10,5,69,17.25,146.8,5,4,0,0,25*,3,0,0.0,0.0,0.0,,25,1,0,0,640,0
2024,14,14,354,44.25,164.65,28,21,2,0,68*,7,1,5.0,5.0,6.0,5/1,68,1,5,1,640,0
2025,17,14,350,50.0,153.5,23,18,3,0,61*,7,0,0.0,0.0,0.0,,61,1,0,0,640,0
2026,12,9,132,22.0,188.57,11,8,1,0,56,1,4,22.0,8.8,15.0,20/2,56,0,20,2,640,0
2008,11,11,616,68.44,139.68,59,26,5,1,115,0,0,0.0,0.0,0.0,,115,0,0,0,641,0
2010,4,4,147,49.0,128.94,14,6,2,0,88*,0,0,0.0,0.0,0.0,,88,1,0,0,641,0
2011,14,13,504,42.0,146.51,52,20,4,0,95,0,0,0.0,0.0,0.0,,95,0,0,0,641,0
2012,13,13,336,30.54,120.0,39,7,2,0,68*,0,0,0.0,0.0,0.0,,68,1,0,0,641,0
2013,8,8,300,37.5,120.48,39,4,3,0,77,0,0,0.0,0.0,0.0,,77,0,0,0,641,0
2014,2,2,70,35.0,134.61,7,3,0,0,40,0,0,0.0,0.0,0.0,,40,0,0,0,641,0
2015,4,4,81,20.25,139.65,7,3,1,0,65,0,0,0.0,0.0,0.0,,65,0,0,0,641,0
2016,6,6,159,31.8,118.65,13,4,1,0,56*,0,0,0.0,0.0,0.0,,56,1,0,0,641,0
2017,9,8,264,33.0,136.08,36,5,2,0,84,0,0,0.0,0.0,0.0,,84,0,0,0,641,0
2008,13,8,147,18.37,132.43,12,8,0,0,33,0,11,27.36,6.54,25.09,3/12,33,0,3,12,642,0
2010,8,2,12,12.0,92.3,0,1,0,0,11,0,10,26.4,8.47,18.7,3/13,11,0,3,13,643,0
2011,4,2,10,10.0,100.0,1,0,0,0,10*,0,6,21.16,8.56,14.83,3/13,10,1,3,13,643,0
2012,0,0,0,0.0,0.0,0,0,0,0,0,0,6,25.16,6.61,22.83,3/13,0,0,3,13,643,1
2013,0,0,0,0.0,0.0,0,0,0,0,0,0,1,98.0,9.8,60.0,3/13,0,0,3,13,643,1
2020,6,1,0,0.0,0.0,0,0,0,0,0*,0,6,29.33,8.8,20.0,2/17,0,1,2,17,644,0
2017,4,3,38,19.0,122.58,5,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,645,0
2022,5,5,23,5.75,88.46,0,1,0,0,8,5,0,0.0,0.0,0.0,,8,0,0,0,645,0
2019,7,7,73,14.6,135.18,2,7,0,0,28*,0,1,59.0,8.63,41.0,1/6,28,1,1,6,646,0
2022,3,2,33,16.5,66.0,1,1,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,646,0
2025,13,11,291,32.33,157.29,22,18,0,0,46,1,0,0.0,0.0,0.0,,46,0,0,0,646,0
2026,8,7,123,24.6,164.0,5,12,1,0,71*,1,0,0.0,0.0,0.0,,71,1,0,0,646,0
2008,14,14,340,37.77,115.25,35,8,4,0,68*,0,0,0.0,0.0,0.0,,68,1,0,0,647,0
2009,5,4,40,10.0,88.88,3,0,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,647,0
2010,10,10,191,19.1,112.35,23,3,2,0,56,0,0,0.0,0.0,0.0,,56,0,0,0,647,0
2011,14,14,400,33.33,129.03,47,7,2,0,95*,0,1,11.0,5.5,12.0,1/7,95,1,1,7,647,0
2012,15,15,569,40.64,129.61,58,18,5,0,84,0,3,18.33,9.16,12.0,1/7,84,0,1,7,647,0
2013,10,10,311,38.87,122.92,37,5,3,0,73*,0,0,0.0,0.0,0.0,,73,1,0,0,647,0
2014,14,14,377,29.0,118.18,49,7,2,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,647,0
2015,14,14,353,27.15,123.42,45,6,3,0,54,0,0,0.0,0.0,0.0,,54,0,0,0,647,0
2016,17,17,501,38.53,116.78,51,8,4,0,82*,0,0,0.0,0.0,0.0,,82,1,0,0,647,0
2017,14,14,479,36.84,127.39,53,9,3,0,77,0,0,0.0,0.0,0.0,,77,0,0,0,647,0
2018,16,16,497,38.23,136.91,59,14,4,0,92*,0,0,0.0,0.0,0.0,,92,1,0,0,647,0
2019,16,16,521,34.73,135.67,64,11,5,0,97*,0,0,0.0,0.0,0.0,,97,1,0,0,647,0
2020,17,17,618,44.14,144.73,67,12,4,2,106*,0,0,0.0,0.0,0.0,,106,1,0,0,647,0
2021,16,16,587,39.13,124.62,63,16,3,0,92,0,0,0.0,0.0,0.0,,92,0,0,0,647,0
2022,14,14,460,38.33,122.66,47,12,3,0,88*,10,0,0.0,0.0,0.0,,88,1,0,0,647,0
2023,11,11,373,41.44,142.91,49,12,3,0,99*,4,0,0.0,0.0,0.0,,99,1,0,0,647,0
2024,5,5,152,30.4,125.61,18,4,1,0,70,3,0,0.0,0.0,0.0,,70,0,0,0,647,0
2019,5,5,90,18.0,123.28,4,7,1,0,75,0,0,0.0,0.0,0.0,,75,0,0,0,648,0
2020,12,11,185,23.12,148.0,11,12,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,648,0
2021,14,13,242,34.57,168.05,19,12,1,0,53*,0,0,0.0,0.0,0.0,,53,1,0,0,648,0
2022,15,15,314,44.86,153.92,21,21,1,0,59*,3,0,0.0,0.0,0.0,,59,1,0,0,648,0
2023,14,13,300,37.5,152.28,12,23,1,0,56*,11,0,0.0,0.0,0.0,,56,1,0,0,648,0
2024,12,9,113,22.6,163.76,9,7,0,0,27*,4,0,0.0,0.0,0.0,,27,1,0,0,648,0
2025,14,13,239,21.73,145.73,17,11,1,0,52,13,0,0.0,0.0,0.0,,52,0,0,0,648,0
2026,8,7,78,13.0,113.04,5,3,0,0,22,5,0,0.0,0.0,0.0,,22,0,0,0,648,0
2019,4,4,40,13.33,121.21,1,3,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,649,0
2020,11,9,129,18.42,122.85,5,9,0,0,27*,0,4,18.25,8.11,13.5,2/15,27,1,2,15,649,0
2021,9,9,230,28.75,119.17,18,10,1,0,64*,0,0,0.0,0.0,0.0,,64,1,0,0,649,0
2022,11,11,289,28.9,156.21,22,16,2,0,95*,6,0,0.0,0.0,0.0,,95,1,0,0,649,0
2023,16,14,418,38.0,158.33,12,35,3,0,52,6,0,0.0,0.0,0.0,,52,0,0,0,649,0
2024,14,14,396,36.0,162.29,28,28,3,0,66*,2,1,14.0,14.0,6.0,14/1,66,1,14,1,649,0
2025,14,14,357,32.45,132.22,22,21,1,0,50,4,0,0.0,0.0,0.0,,50,0,0,0,649,0
2026,13,12,270,38.57,158.82,24,15,0,0,47,4,1,64.0,12.8,30.0,30/1,47,0,30,1,649,0
2018,9,4,13,4.33,86.66,1,0,0,0,7,0,5,54.0,9.64,33.6,4/21,7,0,4,21,650,0
2020,8,3,10,5.0,71.42,1,0,0,0,9,0,9,23.55,8.15,17.33,4/21,9,0,4,21,650,0
2021,9,2,25,12.5,125.0,2,2,0,0,20,0,11,21.18,7.24,17.54,4/21,20,0,4,21,650,0
2022,6,3,3,1.5,42.85,0,0,0,0,2,4,5,45.4,10.31,26.4,33/1,2,0,33,1,650,0
2014,4,2,5,5.0,166.66,1,0,0,0,4,0,3,40.33,7.56,32.0,2/26,4,0,2,26,651,0
2015,0,0,0,0.0,0.0,0,0,0,0,0,0,1,44.0,14.66,18.0,2/26,0,0,2,26,651,1
2024,1,1,2,0.0,66.66,0,0,0,0,2*,2,0,0.0,0.0,0.0,,2,1,0,0,652,0
2026,13,6,53,8.83,115.21,6,1,0,0,27,0,9,41.66,9.61,26.0,33/3,27,0,33,3,653,0
2016,7,2,0,0.0,0.0,0,0,0,0,0*,0,6,32.0,8.34,23.0,3/20,0,1,3,20,654,0
2008,3,3,25,8.33,80.64,4,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,655,0
2009,7,3,1,0.5,16.66,0,0,0,0,1*,0,5,30.4,8.94,20.4,2/20,1,1,2,20,656,0
2008,3,1,2,2.0,28.57,0,0,0,0,2,0,5,10.8,7.71,8.4,4/11,2,0,4,11,657,0
2008,7,5,52,13.0,110.63,5,0,0,0,24,0,2,42.5,10.0,25.5,1/6,24,0,1,6,658,0
2009,2,1,6,6.0,85.71,1,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,659,0
2008,4,3,82,27.33,96.47,9,1,1,0,52,0,0,0.0,0.0,0.0,,52,0,0,0,660,0
2009,2,2,53,26.5,88.33,6,0,0,0,43,0,0,0.0,0.0,0.0,,43,0,0,0,660,0
2010,1,1,8,8.0,80.0,2,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,660,0
2011,5,4,29,7.25,100.0,5,0,0,0,22,0,0,0.0,0.0,0.0,,22,0,0,0,660,0
2012,11,6,69,13.8,102.98,4,1,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,660,0
2018,6,3,52,17.33,130.0,6,1,0,0,35,0,0,0.0,0.0,0.0,,35,0,0,0,660,0
2020,2,2,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,660,0
2014,4,1,11,11.0,110.0,1,0,0,0,11,0,6,18.83,8.07,14.0,4/16,11,0,4,16,661,0
2015,1,1,1,0.0,100.0,0,0,0,0,1*,0,1,23.0,10.61,13.0,4/16,1,1,4,16,661,0
2016,1,1,2,2.0,12.5,0,0,0,0,2,0,0,0.0,0.0,0.0,,2,0,0,0,661,0
2018,11,4,50,16.66,111.11,5,0,0,0,24,0,11,21.45,7.61,16.9,4/16,24,0,4,16,661,0
2019,14,7,63,15.75,136.95,8,1,0,0,19*,0,20,17.35,7.22,14.4,4/16,19,1,4,16,661,0
2020,14,5,37,9.25,94.87,3,0,0,0,23*,0,10,42.7,8.54,30.0,4/16,23,1,4,16,661,0
2021,3,2,7,7.0,140.0,0,1,0,0,7*,0,0,0.0,0.0,0.0,,7,1,0,0,661,0
2022,1,1,9,0.0,128.57,2,0,0,0,9*,0,1,34.0,11.33,18.0,34/1,9,1,34,1,661,0
2024,0,0,0,0.0,0.0,0,0,0,0,0,0,3,22.33,9.57,14.0,9/1,0,0,9,1,661,1
2015,14,14,439,33.76,128.36,41,21,4,0,83,0,0,0.0,0.0,0.0,,83,0,0,0,662,0
2016,6,6,30,5.0,69.76,2,1,0,0,19,0,0,0.0,0.0,0.0,,19,0,0,0,662,0
2017,12,12,338,33.8,139.09,36,10,2,0,96,0,0,0.0,0.0,0.0,,96,0,0,0,662,0
2018,14,14,411,37.36,132.58,29,21,4,0,93*,0,0,0.0,0.0,0.0,,93,1,0,0,662,0
2019,16,16,463,30.86,119.94,41,14,3,0,67,0,0,0.0,0.0,0.0,,67,0,0,0,662,0
2020,17,17,519,34.6,123.27,40,16,3,0,88*,0,0,0.0,0.0,0.0,,88,1,0,0,662,0
2021,8,8,175,35.0,102.33,7,5,0,0,47*,0,0,0.0,0.0,0.0,,47,1,0,0,662,0
2022,14,14,401,30.85,134.56,41,11,3,0,85,5,0,0.0,0.0,0.0,,85,0,0,0,662,0
2024,15,14,351,39.0,146.86,34,14,2,0,58*,10,0,0.0,0.0,0.0,,58,1,0,0,662,0
2025,17,17,604,50.33,175.07,43,39,6,0,97*,7,0,0.0,0.0,0.0,,97,1,0,0,662,0
2026,14,13,498,55.33,168.81,39,30,5,1,101*,8,0,0.0,0.0,0.0,,101,1,0,0,662,0
2011,7,2,2,1.0,66.66,0,0,0,0,2,0,4,30.25,7.56,24.0,3/16,2,0,3,16,663,0
2017,0,0,0,0.0,0.0,0,0,0,0,0,0,1,42.0,10.5,24.0,1/42,0,0,1,42,664,1
2024,4,3,33,16.5,173.68,3,2,0,0,25,0,0,0.0,0.0,0.0,,25,0,0,0,665,0
2025,9,8,106,26.5,160.6,6,8,0,0,34*,1,0,0.0,0.0,0.0,,34,1,0,0,665,0
2026,7,6,81,20.25,139.65,8,3,0,0,31*,0,0,0.0,0.0,0.0,,31,1,0,0,665,0
2018,13,11,203,33.83,146.04,22,5,1,0,57*,0,0,0.0,0.0,0.0,,57,1,0,0,666,0
2019,14,13,296,32.88,124.36,21,10,3,0,76,0,0,0.0,0.0,0.0,,76,0,0,0,666,0
2020,14,14,440,33.84,117.96,44,9,3,0,70*,0,0,0.0,0.0,0.0,,70,1,0,0,666,0
2021,17,17,478,28.11,118.9,50,12,3,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,666,0
2022,16,16,483,34.5,132.32,51,11,4,0,96,7,0,0.0,0.0,0.0,,96,0,0,0,666,0
2023,17,17,890,59.33,157.8,85,33,4,3,129,6,0,0.0,0.0,0.0,,129,0,0,0,666,0
2024,12,12,426,38.73,147.4,37,15,2,1,104,1,0,0.0,0.0,0.0,,104,0,0,0,666,0
2025,15,15,650,50.0,155.87,62,24,6,0,93*,8,0,0.0,0.0,0.0,,93,1,0,0,666,0
2026,16,16,732,45.75,163.02,74,33,6,1,104,12,0,0.0,0.0,0.0,,104,0,0,0,666,0
2013,6,2,7,0.0,77.77,0,0,0,0,7*,0,4,42.5,7.78,32.75,4/29,7,1,4,29,667,0
2014,5,1,2,0.0,100.0,0,0,0,0,2*,0,2,63.0,9.69,39.0,4/29,2,1,4,29,667,0
2017,10,1,0,0.0,0.0,0,0,0,0,0*,0,16,18.75,8.41,13.37,4/29,0,1,4,29,667,0
2018,17,4,3,1.0,21.42,0,0,0,0,2,0,21,26.04,8.28,18.85,4/29,2,0,4,29,667,0
2019,7,2,0,0.0,0.0,0,0,0,0,0*,0,6,40.33,8.96,27.0,4/29,0,1,4,29,667,0
2020,0,0,0,0.0,0.0,0,0,0,0,0,0,2,32.0,16.0,12.0,4/29,0,0,4,29,667,1
2021,8,2,8,0.0,100.0,1,0,0,0,7*,0,7,35.28,8.23,25.71,4/29,7,1,4,29,667,0
2008,3,2,18,9.0,180.0,1,1,0,0,15,0,2,30.0,10.0,18.0,2/40,15,0,2,40,668,0
2009,1,1,6,6.0,75.0,1,0,0,0,6,0,0,0.0,0.0,0.0,,6,0,0,0,668,0
2011,1,1,9,9.0,100.0,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,668,0
2012,6,4,66,22.0,106.45,7,1,0,0,38,0,0,0.0,0.0,0.0,,38,0,0,0,668,0
2008,15,3,5,5.0,41.66,0,0,0,0,3*,0,13,30.69,8.31,22.15,4/25,3,1,4,25,669,0
2009,7,3,9,4.5,50.0,0,0,0,0,6*,0,6,25.33,7.6,20.0,4/25,6,1,4,25,669,0
2010,11,4,20,10.0,142.85,3,1,0,0,9,0,11,23.63,7.32,19.36,4/25,9,0,4,25,669,0
2011,0,0,0,0.0,0.0,0,0,0,0,0,0,10,30.3,8.49,21.4,4/25,0,0,4,25,669,1
2012,14,1,5,0.0,83.33,0,0,0,0,5*,0,13,29.23,7.3,24.0,4/25,5,1,4,25,669,0
2013,17,2,3,3.0,42.85,0,0,0,0,3,0,12,34.16,6.85,29.91,4/25,3,0,4,25,669,0
2019,1,1,15,15.0,115.38,1,1,0,0,15,0,0,0.0,0.0,0.0,,15,0,0,0,670,0
2023,7,7,139,27.8,141.83,10,6,1,0,57,5,3,39.66,9.91,24.0,19/1,57,0,19,1,671,0
2024,2,2,43,21.5,113.15,2,2,0,0,28,0,0,0.0,0.0,0.0,,28,0,0,0,671,0
2022,6,3,7,7.0,87.5,0,0,0,0,3*,1,4,34.5,7.66,27.0,27/2,3,1,27,2,672,0
